OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown
429,06/05/2021 10:00:00 AM,210,636,1621,1206,84,29,246,148,209,63,329,64,290,244,49,1558,1539,50,40,130,44,324,172,105,36
430,06/06/2021 10:00:00 AM,210,636,1621,1207,84,29,246,148,209,64,330,64,290,244,49,1558,1540,50,40,130,44,324,172,105,37
431,06/07/2021 10:00:00 AM,210,636,1621,1207,84,29,246,148,209,64,330,64,290,245,49,1561,1540,50,40,130,44,324,172,105,37
432,06/08/2021 10:00:00 AM,210,636,1622,1210,84,29,246,149,209,64,330,64,291,245,49,1562,1541,50,40,131,44,324,172,105,31
433,06/09/2021 10:00:00 AM,210,637,1622,1212,84,30,246,150,209,64,331,64,291,245,49,1562,1541,50,40,131,44,324,172,105,29
434,06/10/2021 10:00:00 AM,210,641,1624,1212,84,30,247,150,209,64,331,64,291,245,49,1564,1542,50,40,131,44,324,172,105,27
435,06/11/2021 10:00:00 AM,211,640,1625,1212,84,30,247,150,210,64,331,64,291,245,49,1565,1544,50,40,131,44,324,172,105,31
436,06/12/2021 10:00:00 AM,211,642,1625,1213,84,30,247,150,210,64,331,64,290,245,49,1565,1546,50,40,131,44,325,172,105,31
437,06/13/2021 10:00:00 AM,211,642,1626,1213,84,30,247,150,211,64,331,64,290,245,49,1565,1546,50,40,131,44,325,172,105,31
438,06/14/2021 10:00:00 AM,211,642,1626,1213,84,30,247,150,211,64,331,64,290,245,49,1565,1546,50,40,131,44,325,172,105,33
439,06/15/2021 10:00:00 AM,211,643,1626,1213,84,30,247,150,211,64,331,64,291,247,49,1566,1548,50,40,131,44,325,173,105,29
440,06/16/2021 10:00:00 AM,211,643,1628,1217,84,30,247,150,211,64,331,64,291,247,49,1568,1549,50,40,131,44,325,173,105,26
441,06/17/2021 10:00:00 AM,211,643,1630,1217,84,30,247,150,211,64,331,64,291,247,49,1569,1551,50,40,132,44,325,173,105,23
442,06/18/2021 10:00:00 AM,211,645,1630,1217,84,30,247,150,211,64,331,64,292,247,49,1570,1551,50,40,132,44,325,173,105,24
443,06/19/2021 10:00:00 AM,211,645,1631,1219,84,30,247,150,213,64,331,64,292,247,49,1570,1551,50,40,132,44,325,173,105,23
444,06/20/2021 10:00:00 AM,211,645,1631,1219,84,30,247,150,213,64,332,64,292,247,49,1570,1551,50,40,132,44,325,173,105,22
445,06/21/2021 10:00:00 AM,211,645,1631,1219,84,30,247,150,213,64,332,64,292,247,49,1570,1551,50,40,132,44,325,173,105,22
446,06/22/2021 10:00:00 AM,211,646,1632,1219,85,30,247,150,213,64,332,64,293,247,49,1571,1553,50,40,132,44,325,173,105,23
447,06/23/2021 10:00:00 AM,211,646,1636,1220,85,30,247,150,213,64,332,64,293,247,49,1571,1554,50,40,132,44,326,173,105,23
448,06/24/2021 10:00:00 AM,211,648,1637,1222,85,30,247,150,214,64,332,64,294,247,49,1571,1554,50,40,132,44,326,173,105,23
449,06/25/2021 10:00:00 AM,211,648,1637,1222,85,30,248,150,214,64,332,64,294,247,49,1571,1555,50,40,132,44,327,173,105,21
450,06/26/2021 10:00:00 AM,211,649,1639,1224,85,30,248,150,214,64,332,64,294,247,49,1571,1555,50,40,132,44,327,173,105,20
451,06/27/2021 10:00:00 AM,211,649,1639,1224,85,30,248,150,214,64,332,64,294,247,49,1572,1556,50,40,132,44,327,173,105,21
452,06/28/2021 10:00:00 AM,211,649,1639,1224,85,30,248,150,214,64,332,64,294,247,49,1572,1556,50,40,132,44,327,174,105,22
453,06/29/2021 10:00:00 AM,211,649,1639,1224,85,30,248,150,214,64,332,64,294,247,49,1572,1556,50,40,132,44,327,174,105,23
454,06/30/2021 10:00:00 AM,211,650,1640,1225,85,30,248,150,214,64,332,64,294,247,49,1572,1557,50,40,132,44,327,174,105,20
455,07/01/2021 10:00:00 AM,211,650,1641,1227,85,30,248,150,214,64,332,64,295,248,49,1572,1557,50,40,132,44,328,174,105,17
456,07/02/2021 10:00:00 AM,211,650,1641,1227,85,30,248,150,214,64,332,64,295,248,49,1573,1557,50,40,132,44,328,174,105,18
457,07/03/2021 10:00:00 AM,211,650,1642,1227,85,30,248,150,214,64,333,64,295,248,49,1574,1557,50,40,132,44,328,174,105,18
458,07/04/2021 10:00:00 AM,211,650,1642,1228,85,30,248,150,214,64,333,64,295,248,49,1574,1557,50,40,132,44,328,174,105,17
459,07/05/2021 10:00:00 AM,211,650,1642,1228,85,30,248,150,214,64,333,64,295,249,49,1574,1557,50,40,132,44,328,174,105,18
460,07/06/2021 10:00:00 AM,211,650,1642,1228,85,30,248,150,214,64,333,64,295,249,49,1575,1557,50,40,132,44,328,174,105,20
461,07/07/2021 10:00:00 AM,211,650,1643,1230,85,30,248,150,214,64,334,64,295,249,49,1575,1557,51,40,132,44,329,174,105,15
462,07/08/2021 10:00:00 AM,211,650,1643,1231,85,30,248,151,214,64,334,64,295,249,49,1576,1557,51,40,132,44,329,174,105,15
463,07/09/2021 10:00:00 AM,211,650,1644,1231,85,30,248,151,214,64,334,64,295,249,49,1576,1557,51,41,132,44,329,174,105,16
464,07/10/2021 10:00:00 AM,211,650,1645,1231,85,30,248,151,214,64,334,64,295,248,49,1576,1558,51,41,132,44,329,174,105,16
465,07/11/2021 10:00:00 AM,211,650,1645,1231,85,30,248,151,214,64,334,64,295,248,49,1576,1558,51,41,132,44,329,174,105,16
466,07/12/2021 10:00:00 AM,211,650,1645,1231,85,30,248,151,214,64,334,64,295,248,49,1576,1558,51,41,132,44,329,174,105,15
467,07/13/2021 10:00:00 AM,211,651,1646,1232,85,30,248,151,214,64,334,64,295,248,49,1577,1558,51,41,132,44,329,174,105,15
468,07/14/2021 10:00:00 AM,211,651,1647,1233,85,30,248,152,214,64,334,64,295,248,49,1577,1559,51,41,132,44,329,174,105,15
469,07/15/2021 10:00:00 AM,211,651,1647,1235,85,30,248,152,214,64,334,64,295,248,49,1577,1559,51,42,132,44,329,174,105,16
470,07/16/2021 10:00:00 AM,211,653,1648,1235,85,30,248,152,214,64,334,64,295,248,49,1577,1560,51,42,132,44,329,174,105,17
471,07/17/2021 10:00:00 AM,211,653,1648,1235,85,30,248,152,214,64,334,64,296,248,49,1577,1561,51,42,132,44,330,174,105,16
472,07/18/2021 10:00:00 AM,211,653,1648,1235,85,30,248,152,215,64,334,64,296,248,49,1577,1561,51,42,132,44,330,174,105,16
473,07/19/2021 10:00:00 AM,211,653,1648,1235,85,30,248,152,215,64,334,64,296,248,49,1577,1561,51,42,132,44,330,174,105,17
